Pre-Utterance Context,Student Utterance,Post-Utterance Context,Offering mathematical help,Successful Uptake,Asking for More Information
"[student] Good.  I'm just trying to find out how to do these.
[teacher] How do draw the pattern?  Look back at numbers 1 and 2 and that may be helpful.  Right?  Ladies, are we all set?  I want you to show me your work for number 1.  Go ahead and try to complete your work for numbers 1 and 2 where the box and pattern are available.  So yesterday we were struggling a little bit with our initial predictions.  So I wanna review this today.  So if I'm looking at the number of cubes that are in that top photo, which looks like this, what do we know about how many cubes are in that top box?  What do you think?  How many cubes are in that top box?  You think there are 12.  Why do you think 12?
[student] [Inaudible].
[teacher] Why do you think 12?",There's 3 here 'cause there's one on this side and 3 on the bottom.,"[teacher] Nice and loud, Student A.  So there are 3 here.
[student] And then one on this side.  So 1 times 3 equals 3.  And then I multiplied it by this side, too.
[teacher] So one side has 3 cubes, and what does the other side have?
[student] 4.",0,0,0
"[student] No.
[teacher] 37 remainder 2.  Okay, but let's go back and read our question. Now we've solved 150 divided by 4, and we got 37 remainder 2, but what do we have to put as our answer?
[student] 38.
[teacher] Don't just change your answer because of everybody else.  Yours is correct.  Why is it 37 and not 38?  Look.  Show me.  Why did you say 37?",I got 37 too.,"[student] Because 37 pages are going to be full and 2 pictures are going to be leftover.
[teacher] Look at this question, Student K.  Even though our answer is 37 remainder 2, the question asks how many complete – that's our clue word – complete pages will they have?
[student] 37.
[teacher] 37 pages are going to have 4 pictures on each one.  How many pictures are leftover?  2.  Does a page with 2 pictures on it – is that complete?",0,0,0
"[multiple students] Radius.
[teacher] For example, if I said ST is close to 20, what is the radius for that circle?
[student] 10.
[teacher] Why?","Because half of 20 is 10.  If ST is equal to 20, I would know that half of it would be the radius.  All you have to do is 20 divided by what?  2.  You divide by 2 and your answer becomes what?  Your radius is equal to 10.  Let me see if we're all listening.  If a circle – let me draw it.  This is a circle I'm drawing.  This time I'm going to put the radius as 5 feet.  If I have the radius of the circle to be 5 feet, what would be the diameter?  Think about what we're saying.  The diameter is made up of how many radius?","[student] 5.
[teacher] What did we say about the relationship between the diameter and the radius?  The diameter is made up of how many radius?
[multiple students] Two.
[teacher] The diameter is made up of two what?  Two radius.  So if you know the diameter, you can find out the radius.  In this circle here, if your radius is 5, what is the diameter?",0,0,0
"[teacher] I commend you on being brave enough to come up here.  Two would have eight, right?  Mm-hmm.  Plus a half a gallon more. How would you use this picture to figure out that half gallon?  Would you cut it in half?  How many would … okay, so how many gallons are we talking about?  Or how many quarts are we talking about?  Ten.  How many understand how to use that picture? Okay, I’m going to give you about three minutes to write.  Three minutes to write.  Write an explanation in your notebooks. Put those white boards down.  Get those notebooks out.  I want you to write an explanation of how you would use a picture like this.  First of all, you see you’re comparing quarts to gallons, so what do you do?  You draw a picture of the gallons with the quarts in it.  And if I ask you to find two-and-a-half gallons, is how many quarts, write an explanation of how you’d figure that out.  And then when somebody thinks they have a really good one and is really brave, you can stand up and read it to the class.
[student] Wait.  What was the question, again?
[teacher] The question is you’re going to write an explanation of how you use a picture like that if you’re asked how many quarts are in two and-a-half gallons.  Write how you’d use a picture like this.  How to find the answer, okay?  [Inaudible] quarts.  [Students working on problem].  Are you ready to read [inaudible]?
[teacher] Who’s ready?  Okay, student K.  Read what you wrote, then.  How would you use this picture to answer this question?","Well there is four quarts to a gallon, and you add two gallons. That plus eight.  Then you put the gallon and-a-half equals two quarts, so eight plus two is [inaudible].","[teacher] How many, how many [inaudible].  So I’m going to write another one up here, and you’re going to use the same picture, and you’re going to write the answer.  This time on the white boards, and hold it up so I can see that you understand it.
[student] How do you know [inaudible].
[teacher] You know how we got [inaudible]?  Are you going to be coming on Thursday for [inaudible] class?  Did you see that note [inaudible].  [Crosstalk].  [Inaudible].
[student] Wait.  Wait.  Wait.  Wait.",0,0,0
"[multiple students] 90.
[teacher] 90.  So really this is just partial product multiplication. You’re just showing it out in a grid.
[student] So we’re pretty much doing it by [inaudible].
[teacher] Huh?",You’re pretty much doing it by the same thing ‘cause you said it’s 600 and that’s all the [inaudible].,"[teacher] Yeah.  We’re gonna do one more and then I’m gonna give you grid paper and you’re gonna do two of your own.  There’s room on the front and the back.  Student E, give me a number.  If it’s in the teens sometimes I call it a teenager number. So give me a number that’s either a teenager or in the 20s.
[student] 29.
[teacher] Okay, 29 rows.  Student E, how many columns, 29 times what?
[student] 30.",0,0,0
"[student] [Inaudible].
[teacher] See, but let's extend it.
[student] 50 minutes.
[teacher] Work it out.  I wanna see it on here.  Tell me actually how much time he actually spent.  See if you can figure it out. If he spent how much minutes is in an hour.","Yeah, we gotta put a decimal and then change it to –","[teacher] Figure it out.  Let's see if you can come up with.  I'll tell you what, if you come up with the right answer, I'll move you all the blue.
[student] Yeah.
[student] Color it.
[teacher] You gotta come up with the right answer first and you have to show me how you got there, too.  I'm gonna go a little bit further and get the right answer.  Have you guys ever seen gallon man?",0,0,0
"[student] Because down here where they have that, this would be the line for it, and you draw the points somewhere along that line.
[teacher] In order to show change over time, your time items have to go along the X axis, okay?  So what are our time items that have to go down there, Student L?
[student] Our time items are like, May, June, July, and August.
[teacher] Yeah, the four months that we've chosen.  So go ahead and let's do that.  Student C, would you mind turning our other lights on please?  Thank you.","Would number four be wrong – if the answer that – if there's a different answer for number four, would it be wrong?","[teacher] No.  In fact, I don’t even have an answer for that one, because I'm going to have to check that one myself.  That's one that there can be more than one choice on that one.  Yes. Number four, on the – Student T, can you show him number four and what side?  Student C?
[student] [Inaudible].
[teacher] Use the next graph on the second paper there.  Okay.  May, June, July, and August.  This means I'm not going to use every line, right?  Okay.  I'm just going to use the four lines.  Since we're not doing bar graphs, don't do it in the middle of the line – you don’t do it between the lines. You do it on the line, right?  Do you have a question? Come around this way.
[student] Do we have to do it in order from 59 to 69?",0,0,1
"[student] Later that evening…
[teacher] Yeah, later that evening, dot, dot, dot, and that’s something that the narrator would say.  But you can write balloon man, narrator, whatever, that kind of thing, but let’s not do gestures and that kind of stuff yet.  This a good start though, nice job. How’s it going?
[student] Really good.
[teacher] Awesome.","We’re rewriting our script so it’s neater, because the other one was like we couldn't even read it.","[teacher] Okay.  Remind me what we’re doing.
[student] We’re doing the balloon show.
[teacher] On?
[student] Perimeter and area.",0,0,0
"[student] [Inaudible].
[teacher] Why do you think 12?
[student] There's 3 here 'cause there's one on this side and 3 on the bottom.
[teacher] Nice and loud, Student A.  So there are 3 here.","And then one on this side.  So 1 times 3 equals 3.  And then I multiplied it by this side, too.","[teacher] So one side has 3 cubes, and what does the other side have?
[student] 4.
[teacher] Which tells you that in total there are how many – there are 12 cubes here.  So I want you to label those dimensions.  We were finding the length and the width of a shape or finding its dimensions.  So will this fit in this 3 by 4?
[student] No.",0,0,0
"[student] [Inaudible] like this.
[teacher] 70 divided by two, right, Student S?
[student] 70 divided by two.
[teacher] 10.  So you’re still having to subtract.  Then five times two is 10, and subtract.  This number then you have to divide again.  So we did have to divide, subtract, and now you’re gonna divide, and actually there should be another subtract, honestly, right?  So it would be two divide – divide, subtract, divide, subtract.","Wait, I thought it wasn’t asking you, like, how did you, like, solve it, solve it.  I was, like –","[student] I’m actually glad that it’s like this, because then I don’t have to –
[teacher] So what did you choose?
[student] I got – I did that.
[teacher] A, good.   Yeah.  You still had to subtract because you knew two times 35 is 70, right?  So if you did the opposite, see how it still would be A as the solution and your answer is 70 is correct, okay?",0,0,0
"[student] 10.
[teacher] 10.  They are all multiples of 10 so that would be 10, 20, and that’s what we did when we were skip counting, correct? Okay, can you do this quickly?  I’m going to give you about three or four minutes, maybe five minutes to finish this. This should be very quick.  Thank you for waiting.  Okay, so does this pattern always work, you think?
[student] Yeah.
[teacher] It’s a pattern.  What’s the pattern here?  5 times 6, 50 times 6 and 5 times 60.  Why does this work?  Well, first of all, we said 5 times 6 is 30, you’ve got that correct.  And so why is 50 times 6 300.",You just have to put what you said here.,"[teacher] Right, why, because how, what’s the relationship between the 5 and the 50?
[student] 10.
[teacher] 10, it’s times time, good.  And so you get 300.  Now you go reverse and you say 5 times 60, what’s the relationship between 6 and 60?
[student] 10.",0,0,0
"[student] Oh.
[student] Because -
[student] Because it’s an improper fraction.  [Crosstalk].
[teacher] You keep saying that.  Why?  I know it’s an improper fraction, but why?  What does that mean to you?  You keep saying it’s an improper fraction.  We know that.  What does that mean to you?  What does it mean to you?  [Inaudible].  Listen to her, because she got it correct the first time.",Because these – it’s saying that these -,"[teacher] Okay, very good.  You see what she’s saying?  That this one is three-fourth.  Go on.
[student] But these – how many times three goes into four is one time, so is one-third.  This is [inaudible].
[teacher] See it already has a one.
[student] Oh.",1,0,0
"[multiple students] Yes.
[teacher] Some of you might be done.  If you are finished, then you can just look over it to make sure that you are happy with the way that it is.  And if you are not done, now is your time to get it done.  I'm gonna set about ten minutes on my timer.  And if we need less time than that, then we will take less time.  But I'm gonna give you at least ten minutes to finish it up.  And then we're gonna start something new.  So my timer is set for ten minutes.  You get ten minutes to finish it up.
[student] Can we find new ways to check it or [inaudible]?
[teacher] Well, the best way to check it is going to be to draw the picture and do the math part of it.  So let's look at what you have.  A lawn mower holds three fourths a gallon of gas.  So I'd be drawing that picture.  I could be drawing a whole gallon cut into fourths with three of it filled.",Can you [find] the gallon?,"[student] I don't know how to.
[teacher] I guess draw it – basically remember yesterday when I showed you the cups, like a cup of cheese.  You're just drawing a container and cut into fourths because you need to have three-fourths of it filled.  So that's the whole amount.
[student] I can make it like that.  That's the way it fills up the gas.
[teacher] That works.  So now show three fourths of that.",0,0,1
"[student] Hurry up, hurry up.
[teacher] That’s a line graph.
[student] It is.
[teacher] [Inaudible]. Alright number one so this is our review then I’m gonna tell you what we’re gonna do with our bar graph. Let me pull a few [inaudible]. Number one in a table I’m reading number one on page 154. I’m reading number one on page 154. Now you read number one everybody.",The place where a row and a column meet is called a blank.,"[teacher] The place where a row and a column meet is called a blank. Oh my goodness what do you think? In a table look at the table the place where the row and the column meet is called a something? Hmm, Student A?
[student] A line graph.
[teacher] A line graph no we have a table not even a line graph she draw the line graph look like a table. Where they meet and we already talk about this someone [inaudible] we gonna have a good [inaudible] playing too much. So figure out where one line and where one line meet this is a geometry question really it’s called something.
[student] [Inaudible].",0,0,0
"[student] Teacher?
[teacher] Mm-hmm.
[student] Is that may a little bit of help?
[teacher] You got me then.  Just a second.  What's the problem that you're having?",[Inaudible] minus [2 out of 15 minus 18 is 3.  18 out of 8] wearing blue hats.,"[teacher] I see where you're going.  So you were gonna say there are 18 total wearing blue hats.  There are seven children wearing green.  There are 18 kids in all.  How many are not –
[student] Wearing hats.
[teacher] 'Cause there are still some that are not wearing hats, right?
[student] So see that one.",0,0,0
"[student] Yeah.
[teacher] She’s kind of the – I don’t mean it mean, but you’re like the baby of the class.  The young one.
[student] Okay.
[teacher] Okay.  Don’t forget to mark on the edge if you used centimeters of you’re using inches.",How do you make a [inaudible] triangle?,"[student] Oh, it’s easy.
[student] Okay.
[student] [Inaudible].
[teacher] Hmm?",0,0,1
"[teacher] 150? You drew the line back up to the middle, this is the middle. You didn’t do the color yet so just fix it. You’ve been waiting so
[student] You forgot to do that right there.
[student] Forgot to do what?
[teacher] Why you have to be so loud when you say stuff?","650, 750, 850 yeah. Forgot to put the numbers in the middle.","[teacher] You know six of them I see one blank one. Georgia [inaudible].
[student] It’s hiding but almost.
[teacher] At the end we’re gonna write some questions on our graph.
[teacher] Get six colors cause there’s six different states each one is a different—Excuse me color is what? You don’t have to look at her graph for anything. All the information is on the board, if you have a question I’d be happy to answer it.",0,1,0
"[teacher] It doesn’t matter.  “So let’s use two-thirds minus one-half as an example.”  And that’s where this comes in?
[multiple students] Yes.
[teacher] Okay, “where six is the denominator in both, let’s use a fraction 2/3 first.  You have to multiply the denominator, 3, by 2, to get 6, and you do the same to the numerator. So 2 x 2 is 4, so the new fraction is 4/6.  Right.  Now do the same to ½.”  Yeah, that would be 3/6.  Okay.
[student] And then we still have [inaudible].",Should we say “when 6 is the denominator” instead of “where 6 is the denominator”?,"[teacher] Either probably.  I feel like I want to add in something else with that too.  Student E, are you doing a good job working with your group?  Do you have Mr. W’s number?  Do you want me to text him and ask him to come up?
[student] [Inaudible].
[teacher] That’s a pain.
[student] [Inaudible] for Mr. W.",0,0,1
"[teacher] It’s up on the board.
[student] I don’t even - I don’t even – I didn’t even get to hear, ‘cause he’s yelling [inaudible].
[teacher] I’ll repeat it.  I’ll repeat it.
[student] Yelling [inaudible].  [Silence]. distributive property, you spread a factor by multiplying it by both parts of the internal addition, or subtraction problem.",What does internal mean?,"[teacher] Inside.
[student] Inside?
[teacher] Inside.
[student] What does [inaudible].",0,0,1
"[student] Yes.
[teacher] Is 56.  It is.  So when I had this up I have 270 here and I have 80 and 80 is 160 plus 56.
[student] That’s exactly what I got.
[teacher] It’s 486.","Yeah, that’s exactly what I got.","[student] I checked it and I got it right.
[teacher] What was the other problem?
[teacher] 22 times 31.
[teacher] Guys, just a minute.  I can’t hear the question.  Student S.",0,0,0
"[student] Teacher there is no 500.
[teacher] I changed it so hopefully Student M you can tell her what I did so that she knows what’s biggest. How many are in Maryland.
[student] Teacher said if it was—you supposed to put a zero to all the numbers.
[teacher] Alright come over here so I can see what you do. 400, first let me finish doing what you hadn’t even started doing. You saw everybody write a name so you don’t even have to ask me what we had to do cause you did know that part. Finish writing the states down at the bottom like everybody in here has already done. I know you can do that, and write the title number of slaves in 1864.",I don’t know what you all was talking about.,"[teacher] And put the date on there. You fill in the date already he sure is. They told you it gonna be done every time. Let me see your first one South Carolina had 500 and you are correct good. So you check with—afterward I’m gonna show you with a coloring yes. Cause I want it to be colorful. But I wanna make sure it’s write first so I don’t blame you doing it in pencil first. So which one are you doing first? You?
[student] I’m done, I’m done.
[teacher] And how much is Maryland have?
[student] 450.",0,0,0
"[student] 31.
[teacher] Okay.
[student] 21 is odd, but still had—
[teacher] Okay, maybe 21.  Okay, does anyone have a different hypothesis. We don’t know right now, so we could have several. Student G.","It can be after 15 like 15, 30.","[teacher] And what would you say, use your math words.
[student] Oh, it might be multiples of 15.
[teacher] Okay, it might be multiples of 15 and if it is we are going to be waiting till when?
[student] The 30th.",0,0,0
"[student] No, twelve.  Twelve.
[teacher] Let’s see.  Eights in half.
[student] Two.  One.
[teacher] One.  Two.  Three.  Four.  Five.  Six.  Seven.  Eight.  Nine. Ten.  Eleven.  Twelve.  Thirteen.  Fourteen.  Fifteen. Sixteen.","Because it goes two, four, six, eight -","[teacher] Now, if I want it to equal zero, how many parts do I color in?
[multiple students] Sixteen.
[student] What?
[teacher] If I want to equal zero.",0,0,0
"[student] All right.  Being today is February 1st, in one month that would mean it’s March 1st if we added one month, and 13 days make it March 14th.  And it is international – twice in a lifetime this will happen – pi day.  Now, if it’s the third month of the year and you put a slash, or a dot, whatever you do, if you put a dot it’s going to be three point fourteen.  Three point one four.  That’s the first three digits of pi, as we all know.  And then this will happen one more time, which we will all get to see in 2015 when the second two digits of – when the fourth two digits of pi will be unveiled.  It will be three point one four one five.  And that’s going to be – this will happen again in one thousand years.  So [inaudible] it while you can.
[teacher] All right.  And then Student M found – she went to the library and found a cool book that has all that in there.  And a little bit of background information of where we came up with all these formulas, all right?  I’m giving you two minutes before everybody’s got leave, if you’ll share what you’ve found.
[student] Okay.  We’re doing area.  [Inaudible] -
[teacher] Okay, talk loud for us.","[Inaudible].  “Most of the farmers thought the land was [inaudible].  But [inaudible].  The area of land to be taxed they worked out.  Well this could be done with triangles.  Let me see if it has three sides.  [Inaudible] divided into [inaudible] right angle by [inaudible] straight lines across [inaudible].  A right triangle is simply half a rectangle.  So you would simply multiply the length by the width, and then divide in half.  Then you just add up all the triangles.  Then you just add up the area of all the triangles.”","[teacher] Okay.  What’s the name of this book?
[student] Why Pi?
[teacher] Why Pi?
[student] How math applies to everyday life.",0,0,0
"[student] Yes.
[teacher] And yesterday towards the end of the period, you got a word problem given to you that you had to draw a picture to show it, and you had to do the math problem to show it, yes?
[multiple students] Yes.
[teacher] Some of you might be done.  If you are finished, then you can just look over it to make sure that you are happy with the way that it is.  And if you are not done, now is your time to get it done.  I'm gonna set about ten minutes on my timer.  And if we need less time than that, then we will take less time.  But I'm gonna give you at least ten minutes to finish it up.  And then we're gonna start something new.  So my timer is set for ten minutes.  You get ten minutes to finish it up.",Can we find new ways to check it or [inaudible]?,"[teacher] Well, the best way to check it is going to be to draw the picture and do the math part of it.  So let's look at what you have.  A lawn mower holds three fourths a gallon of gas.  So I'd be drawing that picture.  I could be drawing a whole gallon cut into fourths with three of it filled.
[student] Can you [find] the gallon?
[student] I don't know how to.
[teacher] I guess draw it – basically remember yesterday when I showed you the cups, like a cup of cheese.  You're just drawing a container and cut into fourths because you need to have three-fourths of it filled.  So that's the whole amount.",0,0,1
"[student] 6.
[teacher] 6.  And the numerator is bigger.  Most of the time you see fractions the other way around, but you can have a fraction like this.  What does this mean?
[student] That means that –
[student] You can [inaudible].","[Inaudible] smaller number.  But like you know how you have [inaudible], sometimes [inaudible] they don't have the pictures.  So what if somebody gets stuck on the denominator and the numerator being bigger than the denominator?","[teacher] So what do you think?
[student] I think that they should like do boxes, like boxes like that and shade in three until you get a whole.
[teacher] Right.  And you can do that.  Any kind of like MCAS test or any kinda test, you could always draw pictures by yourself. But when you're thinking about this again –
[student] It's equivalent to one half.",0,0,1
"[student] Eight.
[teacher] Eight.  Three, plus three plus two,  total.  Eight, but they are broken up into thirds.  That would be the improper fraction.
[student] Oh, I get it.
[teacher] To represent what we just said is two and two thirds.","Is it because most of them are threes instead of twos, that’s why you chose them?","[teacher] No.  Okay, we are going to do those in a minute.  So this is if the pieces are broken up into threes.  Student L.  So we have three pieces, plus three pieces, but two.  But these become wholes.  Three thirds is a whole, so one whole, two whole and two of three is what we have.  Does everyone understand?  Student G?  Are you writing notes?  Good, because if you are doodling I’m going to take it from you, but if you are copying and writing notes, that’s the best thing you can do because this is your homework tonight.
[student] What?
[teacher] You know that the lesson I teach goes with your practice workbook.
[student] [Inaudible]",0,0,1
"[student] There’s supposed to be noise with it.
[teacher] There is?
[student] Uh-huh.
[teacher] I heard - I heard it.  All right.",Okay.  This is my geometry project.  First it’s all the Table of Contents.  Like the point.  Line.  Line segment.  Ray. Plane.  Acute angle.  But my favorite one was at the very end.,"[teacher] The very end?
[student] Uh-huh.
[teacher] Let – what I’ll do real quick.  Let’s [inaudible].
[student] [Inaudible].",0,0,0
"[student] Okay.
[teacher] All right.  You two look at the – look at the number.  Student N, you need to look at the numbers, but be careful.  See you [inaudible].  Read those numbers.  [Inaudible].  All right.  So listen.  Okay.  Let’s do it one more time, okay. Okay.  Let’s do -
[student] [Inaudible].
[teacher] No.  Because see, we got to stick it out.  That’s what math is. Math is not going to be easy all the time, okay?  It’s not going to be easy all the time, but you got to stay at it, okay?  All right.  So let’s go.  But you guys are doing good, all right?  It’s math, you know?  It’s going to take you a little while, but you’re going to get it. All right.  Let’s go with seven-sixths, all right?  And three-fifths.  This is going to be the last one we are going to do, because then we’re going to move to the number line, okay?  Okay, we want to know which one is the greatest.  Think what you say.  I wonder what can I do with that six.  I’m looking at that six.  I’m looking at that five.  I’m looking at that three.  Look, look at it.  Just look at it and start [inaudible].  This is what I know.","This is what I know is that A is the bigger and B is the [inaudible].  [Inaudible] need one more and [inaudible] seven, and the B -","[student] That’s going to be like that.
[teacher] Okay, you’re explanation is not correct.  [Inaudible] the right answer, but what you’re saying is not correct, so you need to say it differently.
[student] [Inaudible].
[teacher] [Inaudible] that one more.  [Inaudible].  [Inaudible] one more. You [inaudible], I didn’t do that on the board.  When I went to the board and [inaudible], I didn’t say that.",0,0,0
"[student] This entire piece?
[teacher] Yes, two-fifths.  How many more of those would you be able to get out of that.
[student] Two.
[teacher] Two would be your quotient.  Okay, Student A wanted me to look at number four and this will be the last one, no, number seven, I’m sorry.","Never mind, I was looking at number seven on the other one.","[teacher] Okay, color in your one-half lightly and tell me how many groups of one half you would be able to get out of the two wholes.  Show me with your fingers when you are done. Number seven.
[student] Oh, seven?
[teacher] Um-hum.
[student] So is the answer [Inaudible]",0,0,0
"[teacher] Because 4 times what?
[student] 40 times 60 is [Inaudible] and 4 times 6 is [Inaudible].
[teacher] Okay, four times six is 24.  4 times 60.  Oh that’s not what it was.  I’m sorry, it was just a [Inaudible].  6 times 40 and 6 times 4, so what is this a multiple of?  What do we multiply it by, the same problem by what?  What’s that magic number?  No, 10, right.  Right.  So can we have the second group come up.  We had Student I and C, you were going to show us what you said for the second problem.
[teacher] So everybody, when I say represent or show it, it’s important to draw it in pictures as well, because I noticed a couple of people were having difficulty understanding what to do, why would they have difficulty?  Why would some people maybe divide, why do you think you had a little problem with that, Student M, why do you think you did that instead of, where did you make your mistake?",I did division because I didn’t underline [Inaudible],"[teacher] Right, so underlining is helping, Student R, you to understand the question.  Okay, Student L.  Underlining is helping you to understand it and go back and simplify and think about you really need to do.  All right?  So it’s really important that you underline the important part.  And like Student J said, it’s not four oranges, it’s four oranges in each bag.  That’s really important because when you go to draw it, it’s gonna be important, all right, so then once you start drawing it out, you know right away when you see repeated, what is she doing here? She’s got 1, 2, 3, 4, 5, 6 bags, right, oh, I’m sorry.  I think we are supposed to be using the black markers only up here, but that’s all right.  So we’ve got 6 times what?  And what Student C did is she kept adding and adding, but what do we call this, repeated what?
[student] Addition.
[teacher] and what is repeated addition?
[student] Multiplication.",0,0,0
"[student] It's number 4.
[teacher] That's number 4.  So how did you know to draw this pattern? I'm noticing you both have the same pattern.
[student] Because –
[teacher] What did you do?",I counted the 4 down here so then there's a row of 4.  So there's 2 and 4.,"[teacher] So you looked at the base of the box.  And the base of the box is always at the center here, you're right.  So this is a 4 by 2.
[student] And I counted how many rows of 2 there were.
[teacher] How many rows of 2 or how many rows of 2 or is it just 2?  I just have 2 cubes?
[student] No.  Rows –",0,0,0
"[teacher] Mm-hmm.
[student] Teacher A, do I need to cut [inaudible].
[teacher] I think that will do.  Make your little dots bigger.  I think that would help.  Make them large.
[teacher] Okay, I’m waiting.  Quickly.  Let’s get them all cut out.  I want to see everybody’s laying on top of their yellow paper.  Okay, I’m waiting.  Quickly.  Let’s get them all cut out.  I want to see everybody’s laying on top of their yellow paper.  Thank you.  You’re all doing a great job. All right.  I have some questions for you.  Excuse me. Today we’re finding the sum of the triangles, and we’re looking at these triangles, and we’re going to find the sum of the angles of these triangles.  Now who can tell me how, or if you can tell me how the angles of the triangle are related to a straight angle.  You have on your paper, your yellow sheet of paper, you have a straight angle.  You need to have an hour at both ends, because it’s a line on your paper.  You don’t have to draw that with that, just draw your arrow on the end, okay? Now what we’re fixing to do – and if you’ve got yours too small, it’s going to be very difficult to do what we’re fixing to do.  This is why Teacher A said do not make small ones, okay?  Now how are we going to show how the angles of a triangle are related to a straight angle.  Who can tell me some thinking?  What would be your thinking?","Because triangles – all the sides of a triangle have to be straight.  Well, that’s, that’s just logistics, yeah?  It has to be straight.  But how do they relate to this straight angle?  What does relate mean?","[multiple students] [Multiple answers].
[student] Go together.
[teacher] how do they go together?  How do the angles of a triangle go together?  Anybody else have an idea?  These are good
[student] They’re all like… they’re all …",0,0,1
"[student] Three.
[teacher] Now remember when we talked about multiplication properties? Would I use a multiplication property here?
[multiple students] Yes.
[teacher] What property would I use?",I know what to do but I can't think of it.,"[teacher] You know what to do but you can't think of it?  Tell me what you would do.
[student] It's commutative.
[teacher] It's not commutative.  It's associative.  What does associative mean?  I can either multiply this first, right, or I can multiply the first two numbers.  Does it matter which number?
[multiple students] No.",0,0,0
"[student] Can I sit in the chair?
[teacher] Yes.  Student K, Student L, be really careful with that thing, I really don’t want your feet anywhere near it.  It might be better for you all to sit on the floor.  I don’t want you standing.  You’re going to be standing for 25 minutes.
[student] Bye, [inaudible] buy a [inaudible] for only $9.95.
[teacher] You’re going to have to be quieter than you are right now. Let’s move the table down a little bit, and then we’ll move it back at the end.  [Moving table]  Ssssh, because you have Miss H’s class there and the other class is there, so you can’t be so loud.","So what we did was we wrote, and so the caller said, okay, I get it, thank you, bye.  And then we wrote, so buy a math [inaudible] for only $99.99.  And that’s all we did.","[student] And since this was so sloppy we just wrote a new one because [inaudible].
[teacher] Okay, are you finished re-rewriting that?  Because if you’re done then you can –
[student] No.
[teacher] Okay, well when you are, we should recycle whatever you don’t need any more.  Okay, so I remember writing this with you last time.  So where is the beginning?",0,0,0
"[student] No, [inaudible].
[student] Yeah, we need it.
[student] One, two –
[student] But, yeah.",Where are you getting this seven and three here?  I don’t get why there’s seven and three.,"[student] How many people on the list.
[teacher] There’s only 23.
[student] There’s supposed to be 24.
[teacher] Well –",0,1,1
"[student] One.
[teacher] One.  Which equals?
[student] Twelve.
[teacher] Twelve.  Okay.  And that's where we get our one-twelfth just like we got our one-fourth.  Yes, student?",If you put one-fourth plus one half how would you –,"[teacher] So you’re thinking ahead.  We’re gonna get to that.  You’re staring to add up a lot of things.  We could keep one- fourth and add a half to it but let’s wait till we get there. Are we ready to look at minutes now?  What do you think?
[multiple students] Yes.
[teacher] Does everyone understand hours or our 12?
[teacher] What did we say minutes are out of?",0,0,1
"[student] Like [inaudible].
[teacher] Okay, let me look at it again to remind myself.  You’re doing long division, the balloons.  And did we say we were going to give another example?  Is that where we went yesterday?
[student] Yes, we did.
[teacher] And did you work on that today?",We were talking about it yesterday but then we haven’t started it yet.,"[teacher] Do you have an idea yet?
[student] Well, we were thinking of the 100 people per [inaudible].
[teacher] Well, you already did 100.  Let’s do another number.
[student] Uh, 250.",0,0,0
"[student] [Inaudible] once more, one whole and one half.
[student] Wait, the [inaudible].
[student] One fourth.
[student] I was going to throw it [inaudible].",Is that a fourth?,"[student] Yes.
[student] What was that other one [inaudible]?
[teacher] Yes, [inaudible].  I still have the [inaudible] measure them and just [inaudible].  So you guys can work on this [inaudible] so in the same spot right here and finish it up.
[student] That means that we [inaudible].",0,0,1
"[student] 100.
[teacher] What?
[student] 100.
[teacher] 12 with two zeros, so you did the short cut.  You did like this and added the two zeros and then you count back and you go 1, 2, 3, comma is 1200 or 1,200.  All right, so, it says, how is your answer to this problem different to your answer to 3 times 40?  How is it different?  You got 3 times 40 equals 120.  And 3 times, I’m sorry, 3 times 4 equals 12, and 3 times 40 equals 120.  What’s the relationship?  How is your answer to this problem different?  How is this different than that one?  Student M?",Because the 4 has two zeros and 4 times.,"[teacher] The 4 has two zeros?
[student] I mean the—
[teacher] Oh, I’m sorry, that was my mistake, 3 times 400.  This had the two zeros.  Why did it have the two zeros?  Cause we’re multiplying by what?  What did we multiply in this one?
[student] Multiply by 100.",0,0,0
"[multiple students] The total number –
[teacher] – of outcomes.
[multiple students] – of outcomes.
[teacher] Just like there were three stars, the same goes with probability.  The total possible outcomes that can occur out of everything would actually be all the possible things that could take place would be the denominator.  As Student B said, anything is possible.  We also take that into consideration when we're actually looking at probability. You had a question, Student E?","Oh, with numerator and denominator, what if like – let's say you had like about 1,000 stars and you can't count them all, what's the ways that you have to put in the fraction? What should you do if it's that way?  I mean, should you like estimate it or should you [inaudible].","[teacher] Yes, you would estimate or use what we call a proportion.  And we will over that before we get to the end.  So if you have a larger number – Student E says what if you had a large number trying to think of the probability of something take place, you'll take a probability of a small sample set, and then make a proportion out of that.  But there is a way that you can do that.  Yes?
[student] Should I write all that down?
[teacher] Yes.  Just write down the fraction.  To write as a fraction, probability as a fraction, the numerator is the number of favorable outcomes.  The denominator would be the total number of outcomes.  We'll definitely need to use that 'cause you're going back the sheet, your note sheet please. The yellow note sheet.  There you go.  Write it on the back.  And you'll need to use this fraction throughout our lesson today.  You can put this right here.  You won't need it yet.  Put it on the back of your note sheet.  Put it on the back of your note sheet.  Any questions so far about the actual fractions?  A ratio that represents probability. Anyone?  I'll give a minute to write that down and we'll move on.
[student] What did you say?",0,0,1
